
3233,27-28,2,success,148.352,0.171863,2020-08-03 13:06:37.805291,2020-08-03 13:06:37.977154,2020-08-03 13:06:37.977437
3233,28-29,3,success,148.352,0.172369,2020-08-03 13:06:37.980633,2020-08-03 13:06:38.153002,2020-08-03 13:06:38.153261
3233,29-30,2,success,148.352,0.175954,2020-08-03 13:06:38.156435,2020-08-03 13:06:38.332389,2020-08-03 13:06:38.332668
3233,30-31,2,success,148.352,0.175579,2020-08-03 13:06:38.335880,2020-08-03 13:06:38.511459,2020-08-03 13:06:38.511728
3233,31-32,2,success,148.352,0.176097,2020-08-03 13:06:38.514860,2020-08-03 13:06:38.690957,2020-08-03 13:06:38.691198
3233,32-33,3,success,148.352,0.173545,2020-08-03 13:06:38.694331,2020-08-03 13:06:38.867876,2020-08-03 13:06:38.868162
3233,33-34,2,success,148.352,0.197474,2020-08-03 13:06:38.871318,2020-08-03 13:06:39.068792,2020-08-03 13:06:39.069125
3233,34-35,2,success,148.352,0.172589,2020-08-03 13:06:39.072350,2020-08-03 13:06:39.244939,2020-08-03 13:06:39.245237
3233,35-38,3,success,148.352,0.173413,2020-08-03 13:06:39.248375,2020-08-03 13:06:39.421788,2020-08-03 13:06:39.422059
3233,38-39,2,success,148.352,0.143254,2020-08-03 13:06:39.425197,2020-08-03 13:06:39.568451,2020-08-03 13:06:39.568689
3233,39-40,4,success,148.352,0.138113,2020-08-03 13:06:39.571449,2020-08-03 13:06:39.709562,2020-08-03 13:06:39.709781
3233,40-41,2,success,148.352,0.138472,2020-08-03 13:06:39.712475,2020-08-03 13:06:39.850947,2020-08-03 13:06:39.851209
3233,41-42,2,success,148.352,0.138553,2020-08-03 13:06:39.853893,2020-08-03 13:06:39.992446,2020-08-03 13:06:39.992796
3233,42-43,3,success,148.352,0.160606,2020-08-03 13:06:39.995507,2020-08-03 13:06:40.156113,2020-08-03 13:06:40.156322
3233,43-44,2,success,148.352,0.138286,2020-08-03 13:06:40.158932,2020-08-03 13:06:40.297218,2020-08-03 13:06:40.297650
3233,44-45,3,success,148.352,0.144648,2020-08-03 13:06:40.300493,2020-08-03 13:06:40.445141,2020-08-03 13:06:40.445558
3233,45-46,3,success,148.352,0.139525,2020-08-03 13:06:40.448159,2020-08-03 13:06:40.587684,2020-08-03 13:06:40.587918
3233,46-47,4,success,148.352,0.138927,2020-08-03 13:06:40.592040,2020-08-03 13:06:40.730967,2020-08-03 13:06:40.731327
3233,47-48,2,success,148.352,0.140294,2020-08-03 13:06:40.734408,2020-08-03 13:06:40.874702,2020-08-03 13:06:40.874895
3233,48-49,3,success,148.352,0.139053,2020-08-03 13:06:40.877640,2020-08-03 13:06:41.016693,2020-08-03 13:06:41.016932
3233,49-50,2,success,148.352,0.16358,2020-08-03 13:06:41.020014,2020-08-03 13:06:41.183594,2020-08-03 13:06:41.183973
3233,50-51,2,success,148.352,0.138942,2020-08-03 13:06:41.186651,2020-08-03 13:06:41.325593,2020-08-03 13:06:41.325841
3233,51-52,2,success,148.355,0.139185,2020-08-03 13:06:41.328766,2020-08-03 13:06:41.467951,2020-08-03 13:06:41.468337
3233,52-53,2,success,148.355,0.138851,2020-08-03 13:06:41.471127,2020-08-03 13:06:41.609978,2020-08-03 13:06:41.610262
3233,53-54,2,success,148.355,0.147346,2020-08-03 13:06:41.613988,2020-08-03 13:06:41.761334,2020-08-03 13:06:41.761540
3233,54-57,4,success,148.355,0.13643,2020-08-03 13:06:41.764199,2020-08-03 13:06:41.900629,2020-08-03 13:06:41.900978
3233,57-58,2,success,148.355,0.14173,2020-08-03 13:06:41.904053,2020-08-03 13:06:42.045783,2020-08-03 13:06:42.045986
3233,58-59,2,success,148.355,0.158902,2020-08-03 13:06:42.048937,2020-08-03 13:06:42.207839,2020-08-03 13:06:42.208176
3233,59-60,2,success,148.355,0.137365,2020-08-03 13:06:42.210976,2020-08-03 13:06:42.348341,2020-08-03 13:06:42.348605
3233,60-61,2,success,148.355,0.138627,2020-08-03 13:06:42.351457,2020-08-03 13:06:42.490084,2020-08-03 13:06:42.490329
3233,61-62,2,success,148.355,0.138394,2020-08-03 13:06:42.492983,2020-08-03 13:06:42.631377,2020-08-03 13:06:42.631791
3233,62-63,3,success,148.355,0.138949,2020-08-03 13:06:42.634597,2020-08-03 13:06:42.773546,2020-08-03 13:06:42.773798
3233,63-64,3,success,148.355,0.136842,2020-08-03 13:06:42.776489,2020-08-03 13:06:42.913331,2020-08-03 13:06:42.913862
3233,64-65,2,success,148.355,0.140439,2020-08-03 13:06:42.916616,2020-08-03 13:06:43.057055,2020-08-03 13:06:43.057415
3233,65-66,2,success,148.355,0.159646,2020-08-03 13:06:43.060191,2020-08-03 13:06:43.219837,2020-08-03 13:06:43.220072
3233,66-67,2,success,148.355,0.138763,2020-08-03 13:06:43.223076,2020-08-03 13:06:43.361839,2020-08-03 13:06:43.362093
3233,67-68,2,success,148.355,0.139397,2020-08-03 13:06:43.364903,2020-08-03 13:06:43.504300,2020-08-03 13:06:43.504546
3233,68-69,2,success,148.355,0.140913,2020-08-03 13:06:43.507340,2020-08-03 13:06:43.648253,2020-08-03 13:06:43.648515
3233,69-70,2,success,148.355,0.139719,2020-08-03 13:06:43.651205,2020-08-03 13:06:43.790924,2020-08-03 13:06:43.791568
3233,70-71,2,success,148.355,0.139933,2020-08-03 13:06:43.794282,2020-08-03 13:06:43.934215,2020-08-03 13:06:43.934543
3233,71-72,2,success,148.355,0.143698,2020-08-03 13:06:43.938488,2020-08-03 13:06:44.082186,2020-08-03 13:06:44.082476
3233,72-73,3,success,148.355,0.160425,2020-08-03 13:06:44.085103,2020-08-03 13:06:44.245528,2020-08-03 13:06:44.245740
3233,73-74,3,success,148.355,0.15618,2020-08-03 13:06:44.248434,2020-08-03 13:06:44.404614,2020-08-03 13:06:44.404966
3233,74-75,2,success,148.355,0.17439,2020-08-03 13:06:44.408178,2020-08-03 13:06:44.582568,2020-08-03 13:06:44.582856
3233,75-76,2,success,148.355,0.174514,2020-08-03 13:06:44.586222,2020-08-03 13:06:44.760736,2020-08-03 13:06:44.760974
3233,76-77,2,success,148.355,0.177504,2020-08-03 13:06:44.764292,2020-08-03 13:06:44.941796,2020-08-03 13:06:44.942078
3233,77-78,2,success,148.355,0.174764,2020-08-03 13:06:44.945275,2020-08-03 13:06:45.120039,2020-08-03 13:06:45.120329
3233,78-79,2,success,148.355,0.176973,2020-08-03 13:06:45.123961,2020-08-03 13:06:45.300934,2020-08-03 13:06:45.301233
3233,79-80,2,success,148.355,0.195474,2020-08-03 13:06:45.304474,2020-08-03 13:06:45.499948,2020-08-03 13:06:45.500436
3233,80-81,3,success,148.355,0.17515,2020-08-03 13:06:45.503771,2020-08-03 13:06:45.678921,2020-08-03 13:06:45.679162
3233,81-82,2,success,148.355,0.175833,2020-08-03 13:06:45.682439,2020-08-03 13:06:45.858272,2020-08-03 13:06:45.858629
3233,82-83,2,success,148.355,0.173998,2020-08-03 13:06:45.861905,2020-08-03 13:06:46.035903,2020-08-03 13:06:46.036164
3233,83-84,2,success,148.355,0.17275,2020-08-03 13:06:46.039399,2020-08-03 13:06:46.212149,2020-08-03 13:06:46.212409
3233,84-85,2,success,148.355,0.175334,2020-08-03 13:06:46.215689,2020-08-03 13:06:46.391023,2020-08-03 13:06:46.391297
3233,85-86,2,success,148.355,0.176054,2020-08-03 13:06:46.394869,2020-08-03 13:06:46.570923,2020-08-03 13:06:46.571192
3233,86-87,3,success,148.355,0.199142,2020-08-03 13:06:46.574753,2020-08-03 13:06:46.773895,2020-08-03 13:06:46.774175
3233,87-88,2,success,148.355,0.172522,2020-08-03 13:06:46.777403,2020-08-03 13:06:46.949925,2020-08-03 13:06:46.950419
3233,88-89,4,success,148.355,0.152969,2020-08-03 13:06:46.953723,2020-08-03 13:06:47.106692,2020-08-03 13:06:47.106899
3233,89-90,3,success,148.355,0.138602,2020-08-03 13:06:47.109566,2020-08-03 13:06:47.248168,2020-08-03 13:06:47.248381
3233,90-91,3,success,148.363,0.137002,2020-08-03 13:06:47.251071,2020-08-03 13:06:47.388073,2020-08-03 13:06:47.388407
3233,91-92,2,success,148.363,0.137864,2020-08-03 13:06:47.391276,2020-08-03 13:06:47.529140,2020-08-03 13:06:47.529603
3233,92-93,3,success,148.363,0.137341,2020-08-03 13:06:47.532378,2020-08-03 13:06:47.669719,2020-08-03 13:06:47.669926
3233,93-94,2,success,148.363,0.162333,2020-08-03 13:06:47.672965,2020-08-03 13:06:47.835298,2020-08-03 13:06:47.835555
3233,94-95,2,success,148.363,0.14037,2020-08-03 13:06:47.838415,2020-08-03 13:06:47.978785,2020-08-03 13:06:47.979067
3233,95-96,4,success,148.363,0.140402,2020-08-03 13:06:47.982160,2020-08-03 13:06:48.122562,2020-08-03 13:06:48.122848
3233,96-97,2,success,148.363,0.139752,2020-08-03 13:06:48.125588,2020-08-03 13:06:48.265340,2020-08-03 13:06:48.265595
3233,97-98,2,success,148.363,0.140637,2020-08-03 13:06:48.268371,2020-08-03 13:06:48.409008,2020-08-03 13:06:48.409268
3233,98-99,2,success,148.363,0.1408,2020-08-03 13:06:48.412073,2020-08-03 13:06:48.552873,2020-08-03 13:06:48.553208
3233,99-100,2,success,148.363,0.138958,2020-08-03 13:06:48.556232,2020-08-03 13:06:48.695190,2020-08-03 13:06:48.695423
3233,100-101,2,success,148.363,0.159074,2020-08-03 13:06:48.698398,2020-08-03 13:06:48.857472,2020-08-03 13:06:48.857726
3233,101-102,3,success,148.363,0.140532,2020-08-03 13:06:48.860755,2020-08-03 13:06:49.001287,2020-08-03 13:06:49.001592
3233,102-105,3,success,148.363,0.139344,2020-08-03 13:06:49.004511,2020-08-03 13:06:49.143855,2020-08-03 13:06:49.144535
3233,105-106,2,success,148.363,0.138121,2020-08-03 13:06:49.147293,2020-08-03 13:06:49.285414,2020-08-03 13:06:49.285703
3233,106-107,3,success,148.363,0.140394,2020-08-03 13:06:49.289637,2020-08-03 13:06:49.430031,2020-08-03 13:06:49.430318
3233,107-108,2,success,148.363,0.169281,2020-08-03 13:06:49.433360,2020-08-03 13:06:49.602641,2020-08-03 13:06:49.602883
3233,108-109,2,success,148.367,0.198407,2020-08-03 13:06:49.606176,2020-08-03 13:06:49.804583,2020-08-03 13:06:49.804878
3233,109-110,2,success,148.367,0.174012,2020-08-03 13:06:49.808155,2020-08-03 13:06:49.982167,2020-08-03 13:06:49.982473
3233,110-111,2,success,148.367,0.176296,2020-08-03 13:06:49.985710,2020-08-03 13:06:50.162006,2020-08-03 13:06:50.162300
3233,111-112,3,success,148.367,0.174178,2020-08-03 13:06:50.165572,2020-08-03 13:06:50.339750,2020-08-03 13:06:50.340015
3233,112-113,2,success,148.367,0.174962,2020-08-03 13:06:50.343369,2020-08-03 13:06:50.518331,2020-08-03 13:06:50.518704
3233,113-114,2,success,148.367,0.176852,2020-08-03 13:06:50.522086,2020-08-03 13:06:50.698938,2020-08-03 13:06:50.699572
3233,114-115,3,success,148.367,0.174112,2020-08-03 13:06:50.702989,2020-08-03 13:06:50.877101,2020-08-03 13:06:50.877471
3233,115-116,2,success,148.367,0.198108,2020-08-03 13:06:50.880833,2020-08-03 13:06:51.078941,2020-08-03 13:06:51.079372
3233,116-117,2,success,148.367,0.172227,2020-08-03 13:06:51.082651,2020-08-03 13:06:51.254878,2020-08-03 13:06:51.255395
3233,117-118,2,success,148.367,0.174629,2020-08-03 13:06:51.258733,2020-08-03 13:06:51.433362,2020-08-03 13:06:51.433735
3233,118-119,3,success,148.367,0.175699,2020-08-03 13:06:51.437087,2020-08-03 13:06:51.612786,2020-08-03 13:06:51.613088
3233,119-120,2,success,148.367,0.157641,2020-08-03 13:06:51.616401,2020-08-03 13:06:51.774042,2020-08-03 13:06:51.774314
3233,120-0,19,success,148.367,0.13835,2020-08-03 13:06:51.777059,2020-08-03 13:06:51.915409,2020-08-03 13:06:51.915631
3233,3-36,86,success,153.523,0.710279,2020-08-03 13:06:51.923395,2020-08-03 13:06:52.633674,2020-08-03 13:06:52.633974
3233,36-4,86,success,149.453,0.142621,2020-08-03 13:06:52.636982,2020-08-03 13:06:52.779603,2020-08-03 13:06:52.779967
3233,4-55,45,success,149.453,0.142666,2020-08-03 13:06:52.782895,2020-08-03 13:06:52.925561,2020-08-03 13:06:52.925791
3233,55-37,0,no_route,149.453,0.140594,2020-08-03 13:06:52.928611,2020-08-03 13:06:53.069205,2020-08-03 13:06:53.069448
3233,37-103,78,success,149.453,0.141463,2020-08-03 13:06:53.072178,2020-08-03 13:06:53.213641,2020-08-03 13:06:53.213874
3233,103-56,105,success,153.871,0.289944,2020-08-03 13:06:53.216728,2020-08-03 13:06:53.506672,2020-08-03 13:06:53.507034
3233,56-121,221,success,154.48,132.673302,2020-08-03 13:06:53.509984,2020-08-03 13:09:06.183286,2020-08-03 13:09:06.183723
3233,121-104,188,success,166.496,0.518303,2020-08-03 13:09:06.186868,2020-08-03 13:09:06.705171,2020-08-03 13:09:06.705528
3233,104-122,293,success,192.867,1.272587,2020-08-03 13:09:06.708734,2020-08-03 13:09:07.981321,2020-08-03 13:09:07.981559
3233,122-123,103,success,199.32,1.412464,2020-08-03 13:09:07.985479,2020-08-03 13:09:09.397943,2020-08-03 13:09:09.398212
3233,123-124,46,success,217.156,1.552332,2020-08-03 13:09:09.402171,2020-08-03 13:09:10.954503,2020-08-03 13:09:10.955035
3233,124-125,32,success,217.18,1.558874,2020-08-03 13:09:10.959145,2020-08-03 13:09:12.518019,2020-08-03 13:09:12.518343
3233,126-127,38,success,212.078,1.13216,2020-08-03 13:09:12.523828,2020-08-03 13:09:13.655988,2020-08-03 13:09:13.656257
3233,132-133,3,success,206.09,0.395409,2020-08-03 13:09:13.667980,2020-08-03 13:09:14.063389,2020-08-03 13:09:14.063661
3233,134-135,13,success,210.0,0.824344,2020-08-03 13:09:14.069579,2020-08-03 13:09:14.893923,2020-08-03 13:09:14.894198
3233,135-136,28,success,217.234,1.243687,2020-08-03 13:09:14.897783,2020-08-03 13:09:16.141470,2020-08-03 13:09:16.141737
3233,136-137,30,success,216.984,0.735283,2020-08-03 13:09:16.145857,2020-08-03 13:09:16.881140,2020-08-03 13:09:16.881579
3233,137-138,18,success,216.984,0.473298,2020-08-03 13:09:16.885649,2020-08-03 13:09:17.358947,2020-08-03 13:09:17.359244
3233,138-139,23,success,216.984,0.935745,2020-08-03 13:09:17.363269,2020-08-03 13:09:18.299014,2020-08-03 13:09:18.299579
3233,139-140,20,success,216.984,0.775708,2020-08-03 13:09:18.303770,2020-08-03 13:09:19.079478,2020-08-03 13:09:19.079885
3233,140-141,10,success,216.984,0.354096,2020-08-03 13:09:19.083840,2020-08-03 13:09:19.437936,2020-08-03 13:09:19.438181
3233,143-144,15,success,215.484,0.50542,2020-08-03 13:09:19.444036,2020-08-03 13:09:19.949456,2020-08-03 13:09:19.949722
3233,148-149,31,success,215.484,0.638193,2020-08-03 13:09:19.960219,2020-08-03 13:09:20.598412,2020-08-03 13:09:20.598689
3233,149-150,50,success,215.484,0.354053,2020-08-03 13:09:20.603084,2020-08-03 13:09:20.957137,2020-08-03 13:09:20.957476
3233,150-151,76,success,215.484,0.177769,2020-08-03 13:09:20.961566,2020-08-03 13:09:21.139335,2020-08-03 13:09:21.139695
3233,151-152,537,success,217.246,154.342898,2020-08-03 13:09:21.142573,2020-08-03 13:11:55.485471,2020-08-03 13:11:55.485764
3233,152-153,535,success,201.125,282.113207,2020-08-03 13:11:55.493750,2020-08-03 13:16:37.606957,2020-08-03 13:16:37.607187
