ap_id,timestamp,latitude,longitude
3233,2019-01-07 00:04:55.657998,28.2013106,83.9431916
3233,2019-01-07 00:04:56.170212,28.2011086,83.943638
3233,2019-01-07 00:04:56.255319,28.2011405,83.9437426
3233,2019-01-07 00:04:56.340425,28.2011334,83.9438492
3233,2019-01-07 00:04:56.425531,28.2011618,83.9440603
3233,2019-01-07 00:04:56.510638,28.2012628,83.9442392
3233,2019-01-07 00:04:56.595744,28.2014524,83.9444202
3233,2019-01-07 00:04:56.553191,28.2013532,83.9443337
3233,2019-01-07 00:04:56.680852,28.2015516,83.9447379
3233,2019-01-07 00:04:56.638298,28.2014967,83.944569
3233,2019-01-07 00:04:56.765957,28.2015307,83.9448532
3233,2019-01-07 00:04:56.680851,28.2015516,83.9447379
3233,2019-01-07 00:04:56.851063,28.2014258,83.9449993
3233,2019-01-07 00:04:56.936170,28.2012823,83.9451581
3233,2019-01-07 00:04:57.021276,28.201183,83.945315
3233,2019-01-07 00:04:57.106382,28.2012823,83.9451581
3233,2019-01-07 00:04:57.191489,28.2014258,83.9449993
3233,2019-01-07 00:04:57.276595,28.2015307,83.9448532
3233,2019-01-07 00:04:57.361702,28.2015516,83.9447379
3233,2019-01-07 00:04:57.446808,28.2014524,83.9444202
3233,2019-01-07 00:04:57.404255,28.2014967,83.944569
3233,2019-01-07 00:04:57.531914,28.2012628,83.9442392
3233,2019-01-07 00:04:57.489361,28.2013532,83.9443337
3233,2019-01-07 00:04:57.617021,28.2011618,83.9440603
3233,2019-01-07 00:04:57.702127,28.2011334,83.9438492
3233,2019-01-07 00:04:57.787234,28.2011405,83.9437426
3233,2019-01-07 00:04:57.872340,28.2011086,83.943638
3233,2019-01-07 00:04:57.957446,28.201144,83.9434294
3233,2019-01-07 00:04:58.042553,28.2012114,83.9432701
3233,2019-01-07 00:04:58.127659,28.2013939,83.9431273
3233,2019-01-07 00:04:58.085106,28.2013106,83.9431916
3233,2019-01-07 00:04:58.212765,28.2014311,83.9430449
3233,2019-01-07 00:04:58.297872,28.2015215,83.9429323
3233,2019-01-07 00:04:58.382978,28.2016172,83.9428719
3233,2019-01-07 00:04:58.468085,28.2016243,83.9427593
3233,2019-01-07 00:04:58.553191,28.201603,83.9426689
3233,2019-01-07 00:04:58.638297,28.2017076,83.9424457
3233,2019-01-07 00:04:58.595744,28.2016526,83.9425824
3233,2019-01-07 00:04:58.723404,28.2017076,83.9423632
3233,2019-01-07 00:04:58.808511,28.2015499,83.94213
3233,2019-01-07 00:04:58.780142,28.2015833,83.9421803
3233,2019-01-07 00:04:58.751773,28.2016207,83.9422366
3233,2019-01-07 00:04:58.893616,28.2014418,83.9419068
3233,2019-01-07 00:04:58.851063,28.2014772,83.9419953
3233,2019-01-07 00:04:58.808510,28.2015499,83.94213
3233,2019-01-07 00:04:58.978724,28.2014506,83.941758
3233,2019-01-07 00:04:58.936170,28.20144,83.9418505
3233,2019-01-07 00:04:59.063829,28.2014028,83.9416836
3233,2019-01-07 00:04:58.978723,28.2014506,83.941758
3233,2019-01-07 00:04:59.148937,28.2013904,83.9414685
3233,2019-01-07 00:04:59.106383,28.2013886,83.9415851
3233,2019-01-07 00:04:59.234042,28.2013673,83.9413679
3233,2019-01-07 00:04:59.148936,28.2013904,83.9414685
3233,2019-01-07 00:04:59.319148,28.2013602,83.9412654
3233,2019-01-07 00:04:59.404255,28.2015587,83.9407546
3233,2019-01-07 00:04:59.375886,28.2015268,83.9408512
3233,2019-01-07 00:04:59.347517,28.2014559,83.9409979
3233,2019-01-07 00:04:59.489361,28.2015377,83.940578
3233,2019-01-07 00:04:59.574468,28.2014039,83.9406882
3233,2019-01-07 00:04:59.659574,28.2010564,83.9407444
3233,2019-01-07 00:04:59.744680,28.2006748,83.940911
3233,2019-01-07 00:04:59.829787,28.2003335,83.9410876
3233,2019-01-07 00:04:59.914893,28.2000078,83.9412962
3233,2019-01-07 00:04:59.872340,28.2001746,83.9411902
3233,2019-01-07 00:05:20.882353,28.1999917,83.9414161
3233,2019-01-07 00:05:10.398623,28.1999893,83.9413432
3233,2019-01-07 00:05:41.764705,28.2000264,83.9414508
3233,2019-01-07 00:05:20.882352,28.1999917,83.9414161
3233,2019-01-07 00:06:02.647057,28.2001814,83.9415004
3233,2019-01-07 00:05:52.205881,28.2000947,83.9414709
3233,2019-01-07 00:06:23.529411,28.2002782,83.9415504
3233,2019-01-07 00:06:02.647058,28.2001814,83.9415004
3233,2019-01-07 00:06:44.411764,28.2004093,83.9417513
3233,2019-01-07 00:07:05.294117,28.2004747,83.9419312
3233,2019-01-07 00:07:26.176470,28.2004762,83.9419971
3233,2019-01-07 00:07:47.058822,28.2003943,83.9422725
3233,2019-01-07 00:07:36.617646,28.2004389,83.9421141
3233,2019-01-07 00:08:07.941176,28.2003828,83.9424705
3233,2019-01-07 00:07:47.058823,28.2003943,83.9422725
3233,2019-01-07 00:08:28.823529,28.2004688,83.9429348
3233,2019-01-07 00:08:49.705881,28.2005326,83.9430867
3233,2019-01-07 00:08:39.264705,28.2005,83.9430201
3233,2019-01-07 00:09:10.588235,28.2006252,83.9432166
3233,2019-01-07 00:08:49.705882,28.2005326,83.9430867
3233,2019-01-07 00:09:31.470588,28.2006669,83.943342
3233,2019-01-07 00:09:52.352941,28.2006691,83.9434463
3233,2019-01-07 00:10:13.235293,28.2007259,83.9437496
3233,2019-01-07 00:10:02.794117,28.2007114,83.9436376
3233,2019-01-07 00:10:34.117647,28.2007038,83.943803
3233,2019-01-07 00:10:13.235294,28.2007259,83.9437496
3233,2019-07-01 00:04:12.000003,28.2004016,83.9442611
3233,2019-06-21 06:44:33.228761,28.200441,83.9441898
3233,2019-06-11 13:24:54.457519,28.2004683,83.9441037
3233,2019-06-01 20:05:15.686277,28.2004663,83.9440367
3233,2019-05-23 02:45:36.915035,28.2004487,83.9439592
3233,2019-05-13 09:25:58.143793,28.200436,83.9438777
3233,2019-05-03 16:06:19.372551,28.2004072,83.9437193
3233,2019-04-23 22:46:40.601309,28.2003684,83.9435103
3233,2019-04-14 05:27:01.830067,28.200336,83.9433453
3233,2019-04-04 12:07:23.058825,28.2003436,83.9433065
3233,2019-03-25 18:47:44.287583,28.2003621,83.9432892
3233,2019-03-16 01:28:05.516341,28.2004065,83.9432858
3233,2019-03-06 08:08:26.745099,28.2004492,83.9433256
3233,2019-02-24 14:48:47.973857,28.2005303,83.9435108
3233,2019-02-14 21:29:09.202615,28.2005686,83.9436253
3233,2019-02-05 04:09:30.431373,28.2006044,83.9437614
3233,2019-01-26 10:49:51.660131,28.200623,83.9438186
3233,2019-01-16 17:30:12.888889,28.2006663,83.9438343
3233,2019-07-01 00:04:25.999965,28.201183,83.945315
3233,2019-07-01 00:04:25.976436,28.2012823,83.9451581
3233,2019-07-01 00:04:25.952907,28.2014258,83.9449993
3233,2019-07-01 00:04:25.929378,28.2015307,83.9448532
3233,2019-07-01 00:04:25.905849,28.2015516,83.9447379
3233,2019-07-01 00:04:25.882320,28.2014967,83.944569
3233,2019-07-01 00:04:25.858791,28.2014524,83.9444202
3233,2019-07-01 00:04:25.835262,28.2013532,83.9443337
3233,2019-07-01 00:04:25.811733,28.2012628,83.9442392
3233,2019-07-01 00:04:25.788204,28.2011618,83.9440603
3233,2019-07-01 00:04:25.764675,28.2011334,83.9438492
3233,2019-07-01 00:04:25.741146,28.2011405,83.9437426
3233,2019-07-01 00:04:25.717617,28.2011086,83.943638
3233,2019-07-01 00:04:25.694088,28.201144,83.9434294
3233,2019-07-01 00:04:25.670559,28.2012114,83.9432701
3233,2019-07-01 00:04:25.647030,28.2013106,83.9431916
3233,2019-07-01 00:04:25.623501,28.2013939,83.9431273
3233,2019-07-01 00:04:25.599972,28.2014311,83.9430449
3233,2019-07-01 00:04:25.576443,28.2015215,83.9429323
3233,2019-07-01 00:04:25.552914,28.2016172,83.9428719
3233,2019-07-01 00:04:25.529385,28.2016243,83.9427593
3233,2019-07-01 00:04:25.505856,28.201603,83.9426689
3233,2019-07-01 00:04:25.482327,28.2016526,83.9425824
3233,2019-07-01 00:04:25.458798,28.2017076,83.9424457
3233,2019-07-01 00:04:25.435269,28.2017076,83.9423632
3233,2019-07-01 00:04:25.411740,28.2016207,83.9422366
3233,2019-07-01 00:04:25.388211,28.2015833,83.9421803
3233,2019-07-01 00:04:25.364682,28.2015499,83.94213
3233,2019-07-01 00:04:25.341153,28.2014772,83.9419953
3233,2019-07-01 00:04:25.317624,28.2014418,83.9419068
3233,2019-07-01 00:04:25.294095,28.20144,83.9418505
3233,2019-07-01 00:04:25.270566,28.2014506,83.941758
3233,2019-07-01 00:04:25.247037,28.2014028,83.9416836
3233,2019-07-01 00:04:25.223508,28.2013886,83.9415851
3233,2019-07-01 00:04:25.199979,28.2013904,83.9414685
3233,2019-07-01 00:04:25.176450,28.2013673,83.9413679
3233,2019-07-01 00:04:25.152921,28.2013602,83.9412654
3233,2019-07-01 00:04:25.129392,28.2014559,83.9409979
3233,2019-07-01 00:04:25.105863,28.2015268,83.9408512
3233,2019-07-01 00:04:25.082334,28.2015587,83.9407546
3233,2019-07-01 00:04:25.058805,28.2015377,83.940578
3233,2019-07-01 00:04:25.035276,28.2014039,83.9406882
3233,2019-07-01 00:04:25.011747,28.2010564,83.9407444
3233,2019-07-01 00:04:24.988218,28.2006748,83.940911
3233,2019-07-01 00:04:24.964689,28.2003335,83.9410876
3233,2019-07-01 00:04:24.941160,28.2001746,83.9411902
3233,2019-07-01 00:04:24.917631,28.2000078,83.9412962
3233,2019-07-01 00:04:24.894102,28.1999893,83.9413432
3233,2019-07-01 00:04:24.870573,28.1999917,83.9414161
3233,2019-07-01 00:04:24.847044,28.2000264,83.9414508
3233,2019-07-01 00:04:24.823515,28.2000947,83.9414709
3233,2019-07-01 00:04:24.799986,28.2001814,83.9415004
3233,2019-07-01 00:04:24.776457,28.2002782,83.9415504
3233,2019-07-01 00:04:24.752928,28.2004093,83.9417513
3233,2019-07-01 00:04:24.729399,28.2004747,83.9419312
3233,2019-07-01 00:04:24.705870,28.2004762,83.9419971
3233,2019-07-01 00:04:24.682341,28.2004389,83.9421141
3233,2019-07-01 00:04:24.658812,28.2003943,83.9422725
3233,2019-07-01 00:04:24.635283,28.2003828,83.9424705
3233,2019-07-01 00:04:24.611754,28.2004688,83.9429348
3233,2019-07-01 00:04:24.588225,28.2005,83.9430201
3233,2019-07-01 00:04:24.564696,28.2005326,83.9430867
3233,2019-07-01 00:04:24.541167,28.2006252,83.9432166
3233,2019-07-01 00:04:24.517638,28.2006669,83.943342
3233,2019-07-01 00:04:24.494109,28.2006691,83.9434463
3233,2019-07-01 00:04:24.470580,28.2007114,83.9436376
3233,2019-07-01 00:04:24.447051,28.2007259,83.9437496
3233,2019-07-01 00:04:24.423522,28.2007038,83.943803
3233,2019-07-01 00:04:24.399993,28.2006663,83.9438343
3233,2019-07-01 00:04:24.376464,28.200623,83.9438186
3233,2019-07-01 00:04:24.352935,28.2006044,83.9437614
3233,2019-07-01 00:04:24.329406,28.2005686,83.9436253
3233,2019-07-01 00:04:24.305877,28.2005303,83.9435108
3233,2019-07-01 00:04:24.282348,28.2004492,83.9433256
3233,2019-07-01 00:04:24.258819,28.2004065,83.9432858
3233,2019-07-01 00:04:24.235290,28.2003621,83.9432892
3233,2019-07-01 00:04:24.211761,28.2003436,83.9433065
3233,2019-07-01 00:04:24.188232,28.200336,83.9433453
3233,2019-07-01 00:04:24.164703,28.2003684,83.9435103
3233,2019-07-01 00:04:24.141174,28.2004072,83.9437193
3233,2019-07-01 00:04:24.117645,28.200436,83.9438777
3233,2019-07-01 00:04:24.094116,28.2004487,83.9439592
3233,2019-07-01 00:04:24.070587,28.2004663,83.9440367
3233,2019-07-01 00:04:24.047058,28.2004683,83.9441037
3233,2019-07-01 00:04:24.023529,28.200441,83.9441898
3233,2019-07-01 00:04:24.000000,28.2004016,83.9442611
3233,2019-07-01 00:04:26.000000,28.2004016,83.9442611
3233,2019-07-01 00:04:26.000000,28.200441,83.9441898
3233,2019-07-01 00:04:26.000000,28.2004683,83.9441037
3233,2019-07-01 00:04:26.000000,28.2004663,83.9440367
3233,2019-07-01 00:04:26.000000,28.2004487,83.9439592
3233,2019-07-01 00:04:26.000000,28.200436,83.9438777
3233,2019-07-01 00:04:26.000000,28.2004072,83.9437193
3233,2019-07-01 00:04:26.000000,28.2003684,83.9435103
3233,2019-07-01 00:04:26.000000,28.200336,83.9433453
3233,2019-07-01 00:04:26.000000,28.2003436,83.9433065
3233,2019-07-01 00:04:26.000000,28.2003621,83.9432892
3233,2019-07-01 00:04:26.000000,28.2004065,83.9432858
3233,2019-07-01 00:04:26.000000,28.2004492,83.9433256
3233,2019-07-01 00:04:26.000000,28.2005303,83.9435108
3233,2019-07-01 00:04:26.000000,28.2005686,83.9436253
3233,2019-07-01 00:04:26.000000,28.2006044,83.9437614
3233,2019-07-01 00:04:26.000000,28.200623,83.9438186
3233,2019-07-01 00:04:26.000000,28.2006663,83.9438343
3233,2019-07-01 00:04:26.000000,28.2007038,83.943803
3233,2019-07-01 00:04:26.000000,28.2007259,83.9437496
3233,2019-07-01 00:04:26.000000,28.2007114,83.9436376
3233,2019-07-01 00:04:26.000000,28.2006691,83.9434463
3233,2019-07-01 00:04:26.000000,28.2006669,83.943342
3233,2019-07-01 00:04:26.000000,28.2006252,83.9432166
3233,2019-07-01 00:04:26.000000,28.2005326,83.9430867
3233,2019-07-01 00:04:26.000000,28.2005,83.9430201
3233,2019-07-01 00:04:26.000000,28.2004688,83.9429348
3233,2019-07-01 00:04:26.000000,28.2003828,83.9424705
3233,2019-07-01 00:04:26.000000,28.2003943,83.9422725
3233,2019-07-01 00:04:26.000000,28.2004389,83.9421141
3233,2019-07-01 00:04:26.000000,28.2004762,83.9419971
3233,2019-07-01 00:04:26.000000,28.2004747,83.9419312
3233,2019-07-01 00:04:26.000000,28.2004093,83.9417513
3233,2019-07-01 00:04:26.000000,28.2002782,83.9415504
3233,2019-07-01 00:04:26.000000,28.2001814,83.9415004
3233,2019-07-01 00:04:26.000000,28.2000947,83.9414709
3233,2019-07-01 00:04:26.000000,28.2000264,83.9414508
3233,2019-07-01 00:04:26.000000,28.1999917,83.9414161
3233,2019-07-01 00:04:26.000000,28.1999893,83.9413432
3233,2019-07-01 00:04:26.000000,28.2000078,83.9412962
3233,2019-07-01 00:04:26.000000,28.2001746,83.9411902
3233,2019-07-01 00:04:26.000000,28.2003335,83.9410876
3233,2019-07-01 00:04:26.000000,28.2006748,83.940911
3233,2019-07-01 00:04:26.000000,28.2010564,83.9407444
3233,2019-07-01 00:04:26.000000,28.2014039,83.9406882
3233,2019-07-01 00:04:26.000000,28.2015377,83.940578
3233,2019-07-01 00:04:26.000000,28.2015587,83.9407546
3233,2019-07-01 00:04:26.000000,28.2015268,83.9408512
3233,2019-07-01 00:04:26.000000,28.2014559,83.9409979
3233,2019-07-01 00:04:26.000000,28.2013602,83.9412654
3233,2019-07-01 00:04:26.000000,28.2013673,83.9413679
3233,2019-07-01 00:04:26.000000,28.2013904,83.9414685
3233,2019-07-01 00:04:26.000000,28.2013886,83.9415851
3233,2019-07-01 00:04:26.000000,28.2014028,83.9416836
3233,2019-07-01 00:04:26.000000,28.2014506,83.941758
3233,2019-07-01 00:04:26.000000,28.20144,83.9418505
3233,2019-07-01 00:04:26.000000,28.2014418,83.9419068
3233,2019-07-01 00:04:26.000000,28.2014772,83.9419953
3233,2019-07-01 00:04:26.000000,28.2015499,83.94213
3233,2019-07-01 00:04:26.000000,28.2015833,83.9421803
3233,2019-07-01 00:04:26.000000,28.2016207,83.9422366
3233,2019-07-01 00:04:26.000000,28.2017076,83.9423632
3233,2019-07-01 00:04:26.000000,28.2017076,83.9424457
3233,2019-07-01 00:04:26.000000,28.2016526,83.9425824
3233,2019-07-01 00:04:26.000000,28.201603,83.9426689
3233,2019-07-01 00:04:26.000000,28.2016243,83.9427593
3233,2019-07-01 00:04:26.000000,28.2016172,83.9428719
3233,2019-07-01 00:04:26.000000,28.2015215,83.9429323
3233,2019-07-01 00:04:26.000000,28.2014311,83.9430449
3233,2019-07-01 00:04:26.000000,28.2013939,83.9431273
3233,2019-07-01 00:04:26.000000,28.2013106,83.9431916
3233,2019-07-01 00:04:26.000000,28.2012114,83.9432701
3233,2019-07-01 00:04:26.000000,28.201144,83.9434294
3233,2019-07-01 00:04:26.000000,28.2011086,83.943638
3233,2019-07-01 00:04:26.000000,28.2011405,83.9437426
3233,2019-07-01 00:04:26.000000,28.2011334,83.9438492
3233,2019-07-01 00:04:26.000000,28.2011618,83.9440603
3233,2019-07-01 00:04:26.000000,28.2012628,83.9442392
3233,2019-07-01 00:04:26.000000,28.2013532,83.9443337
3233,2019-07-01 00:04:26.000000,28.2014524,83.9444202
3233,2019-07-01 00:04:26.000000,28.2014967,83.944569
3233,2019-07-01 00:04:26.000000,28.2015516,83.9447379
3233,2019-07-01 00:04:26.000000,28.2015307,83.9448532
3233,2019-07-01 00:04:26.000000,28.2014258,83.9449993
3233,2019-07-01 00:04:26.000000,28.2012823,83.9451581
3233,2019-07-01 00:04:26.000000,28.201183,83.945315
3233,2019-07-01 00:04:45.999980,28.2014039,83.9406882
3233,2019-07-01 00:04:45.545435,28.2010564,83.9407444
3233,2019-07-01 00:04:45.090890,28.2006748,83.940911
3233,2019-07-01 00:04:44.636345,28.2003335,83.9410876
3233,2019-07-01 00:04:44.181800,28.2001746,83.9411902
3233,2019-07-01 00:04:43.727255,28.2000078,83.9412962
3233,2019-07-01 00:04:43.272710,28.1999893,83.9413432
3233,2019-07-01 00:04:42.818165,28.1999917,83.9414161
3233,2019-07-01 00:04:42.363620,28.2000264,83.9414508
3233,2019-07-01 00:04:41.909075,28.2000947,83.9414709
3233,2019-07-01 00:04:41.454530,28.2001814,83.9415004
3233,2019-07-01 00:04:40.999985,28.2002782,83.9415504
3233,2019-07-01 00:04:40.545440,28.2004093,83.9417513
3233,2019-07-01 00:04:40.090895,28.2004747,83.9419312
3233,2019-07-01 00:04:39.636350,28.2004762,83.9419971
3233,2019-07-01 00:04:39.181805,28.2004389,83.9421141
3233,2019-07-01 00:04:38.727260,28.2003943,83.9422725
3233,2019-07-01 00:04:38.272715,28.2003828,83.9424705
3233,2019-07-01 00:04:37.818170,28.2004688,83.9429348
3233,2019-07-01 00:04:37.363625,28.2005,83.9430201
3233,2019-07-01 00:04:36.909080,28.2005326,83.9430867
3233,2019-07-01 00:04:36.454535,28.2006252,83.9432166
3233,2019-07-01 00:04:35.999990,28.2006669,83.943342
3233,2019-07-01 00:04:35.545445,28.2006691,83.9434463
3233,2019-07-01 00:04:35.090900,28.2007114,83.9436376
3233,2019-07-01 00:04:34.636355,28.2007259,83.9437496
3233,2019-07-01 00:04:34.181810,28.2007038,83.943803
3233,2019-07-01 00:04:33.727265,28.2006663,83.9438343
3233,2019-07-01 00:04:33.272720,28.200623,83.9438186
3233,2019-07-01 00:04:32.818175,28.2006044,83.9437614
3233,2019-07-01 00:04:32.363630,28.2005686,83.9436253
3233,2019-07-01 00:04:31.909085,28.2005303,83.9435108
3233,2019-07-01 00:04:31.454540,28.2004492,83.9433256
3233,2019-07-01 00:04:30.999995,28.2004065,83.9432858
3233,2019-07-01 00:04:30.545450,28.2003621,83.9432892
3233,2019-07-01 00:04:30.090905,28.2003436,83.9433065
3233,2019-07-01 00:04:29.636360,28.200336,83.9433453
3233,2019-07-01 00:04:29.181815,28.2003684,83.9435103
3233,2019-07-01 00:04:28.727270,28.2004072,83.9437193
3233,2019-07-01 00:04:28.272725,28.200436,83.9438777
3233,2019-07-01 00:04:27.818180,28.2004487,83.9439592
3233,2019-07-01 00:04:27.363635,28.2004663,83.9440367
3233,2019-07-01 00:04:26.909090,28.2004683,83.9441037
3233,2019-07-01 00:04:26.454545,28.200441,83.9441898
3233,2019-07-01 00:04:55.999990,28.1986008,83.9421232
3233,2019-07-01 00:04:55.870120,28.198687,83.9421943
3233,2019-07-01 00:04:55.740250,28.1987686,83.9422412
3233,2019-07-01 00:04:55.610380,28.1988159,83.9422573
3233,2019-07-01 00:04:55.480510,28.198875,83.9422587
3233,2019-07-01 00:04:55.350640,28.198927,83.9422493
3233,2019-07-01 00:04:55.220770,28.1991055,83.9422157
3233,2019-07-01 00:04:55.090900,28.199161,83.9422157
3233,2019-07-01 00:04:54.961030,28.1992827,83.9422291
3233,2019-07-01 00:04:54.831160,28.1994293,83.9422815
3233,2019-07-01 00:04:54.701290,28.1995227,83.9423311
3233,2019-07-01 00:04:54.571420,28.199577,83.94237
3233,2019-07-01 00:04:54.441550,28.1996373,83.9424397
3233,2019-07-01 00:04:54.311680,28.1996633,83.9424907
3233,2019-07-01 00:04:54.181810,28.1997177,83.942669
3233,2019-07-01 00:04:54.051940,28.1997366,83.9427884
3233,2019-07-01 00:04:53.922070,28.1997413,83.9428863
3233,2019-07-01 00:04:53.792200,28.1997189,83.9430875
3233,2019-07-01 00:04:53.662330,28.1997153,83.9431371
3233,2019-07-01 00:04:53.532460,28.1997189,83.9431639
3233,2019-07-01 00:04:53.402590,28.1997259,83.943196
3233,2019-07-01 00:04:53.272720,28.1998098,83.9433852
3233,2019-07-01 00:04:53.142850,28.1998229,83.94342
3233,2019-07-01 00:04:53.012980,28.1998418,83.9435461
3233,2019-07-01 00:04:52.883110,28.1998547,83.9435675
3233,2019-07-01 00:04:52.753240,28.1998737,83.9435863
3233,2019-07-01 00:04:52.623370,28.1999044,83.943589
3233,2019-07-01 00:04:52.493500,28.1999281,83.9435716
3233,2019-07-01 00:04:52.363630,28.1999399,83.9435045
3233,2019-07-01 00:04:52.233760,28.1999446,83.9434026
3233,2019-07-01 00:04:52.103890,28.1999583,83.9433266
3233,2019-07-01 00:04:51.974020,28.1999848,83.9432551
